,_month_,year,oil_companies_,quantity_000_metric_tonnes_
0,April,2023,"IOCL-BARAUNI,BIHAR",546.51
1,April,2023,IOCL TOTAL,6037.64
2,April,2023,ONGC TOTAL,1475.55
3,April,2023,RIL TOTAL,5355.74
4,May,2023,"IOCL-MATHURA, UTTAR PRADESH",833.52
5,May,2023,"IOCL-PANIPAT, HARYANA",1263.15
6,May,2023,"IOCL-BONGAIGAON,ASSAM",257.90
7,May,2023,"CPCL-MANALI, TAMILNADU",941.28
8,May,2023,"BPCL-MUMBAI, MAHARASHTRA",1332.15
9,May,2023,"BPCL-KOCHI, KERALA",1464.34
10,May,2023,"NRL-NUMALIGARH, ASSAM",61.30
11,May,2023,"HPCL-VISAKH,ANDHRA PRADESH",1066.12
12,June,2023,"IOCL-HALDIA, WEST BENGAL",691.68
13,June,2023,"IOCL-MATHURA, UTTAR PRADESH",808.16
14,June,2023,"IOCL-BONGAIGAON,ASSAM",251.25
15,June,2023,"CPCL-MANALI, TAMILNADU",816.58
16,June,2023,CPCL-TOTAL,816.58
17,June,2023,"BPCL-KOCHI, KERALA",1467.81
18,June,2023,HPCL-TOTAL,2922.02
19,July,2023,"IOCL-BARAUNI,BIHAR",559.56
20,July,2023,"IOCL-HALDIA, WEST BENGAL",677.19
21,July,2023,"IOCL-PARADIP,ODISHA",1394.49
22,July,2023,"BPCL-KOCHI, KERALA",1389.29
23,July,2023,BPCL-TOTAL,2805.32
24,July,2023,"HPCL-MUMBAI,MAHARASHTRA",892.93
25,August,2023,"IOCL-BARAUNI,BIHAR",590.77
26,August,2023,"IOCL-GUWAHATI,ASSAM",94.25
27,August,2023,"IOCL-BONGAIGAON,ASSAM",254.94
28,August,2023,CPCL-TOTAL,1000.38
29,August,2023,"BPCL-MUMBAI, MAHARASHTRA",1386.54
30,August,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",5.03
31,August,2023,"HPCL-MUMBAI,MAHARASHTRA",785.24
32,August,2023,"NEL-VADINAR,GUJARAT",1727.11
33,September,2023,"IOCL-BARAUNI,BIHAR",529.03
34,September,2023,"IOCL-PANIPAT, HARYANA",1194.47
35,September,2023,"CPCL-MANALI, TAMILNADU",1007.97
36,September,2023,"MRPL-MANGALORE,KARNATAKA",764.90
37,September,2023,GRAND TOTAL,20288.50
38,October,2023,"IOCL-HALDIA, WEST BENGAL",674.35
39,October,2023,"IOCL-BONGAIGAON,ASSAM",257.97
40,October,2023,CPCL-TOTAL,1007.23
41,October,2023,"NRL-NUMALIGARH, ASSAM",285.83
42,October,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",4.81
43,October,2023,ONGC TOTAL,1359.39
44,October,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1104.28
45,October,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",1595.32
46,November,2023,"IOCL-GUWAHATI,ASSAM",33.13
47,November,2023,"NRL-NUMALIGARH, ASSAM",280.22
48,November,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",4.60
49,November,2023,"MRPL-MANGALORE,KARNATAKA",1499.20
50,November,2023,GRAND TOTAL,21668.32
51,December,2023,"IOCL-MATHURA, UTTAR PRADESH",815.41
52,December,2023,HPCL-TOTAL,2860.57
53,January,2024,"IOCL-PARADIP,ODISHA",1363.85
54,January,2024,IOCL TOTAL,6091.56
55,January,2024,"CPCL-MANALI, TAMILNADU",1001.24
56,January,2024,"BPCL-MUMBAI, MAHARASHTRA",1156.90
57,January,2024,"BPCL-KOCHI, KERALA",1588.22
58,January,2024,"NRL-NUMALIGARH, ASSAM",261.67
59,January,2024,"ONGC-TATIPAKA,ANDHRA PRADESH",6.01
60,January,2024,ONGC TOTAL,1533.49
61,January,2024,"HPCL-MUMBAI,MAHARASHTRA",853.95
62,January,2024,"RIL,JAMNAGAR,GUJARAT",2966.81
63,February,2024,CPCL-TOTAL,1013.93
64,February,2024,"HPCL-MUMBAI,MAHARASHTRA",679.65
65,February,2024,"RIL,JAMNAGAR,GUJARAT",2695.09
66,February,2024,RIL TOTAL,4887.22
67,March,2024,"IOCL-KOYALI, GUJARAT",1370.42
68,March,2024,"BPCL-MUMBAI, MAHARASHTRA",1461.54
69,March,2024,BPCL-TOTAL,3650.05
70,March,2024,"MRPL-MANGALORE,KARNATAKA",1522.17
71,March,2024,HPCL-TOTAL,2970.55
72,March,2024,"RIL-(SEZ), JAMNAGAR,GUJARAT",2562.42
73,April,2022,"IOCL-GUWAHATI,ASSAM",89.86
74,April,2022,CPCL-TOTAL,904.20
75,April,2022,BPCL-TOTAL,3300.36
76,April,2022,ONGC TOTAL,1487.02
77,April,2022,HPCL-TOTAL,2569.16
78,May,2022,"IOCL-MATHURA, UTTAR PRADESH",812.96
79,May,2022,"IOCL-PANIPAT, HARYANA",1252.50
80,May,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.78
81,May,2022,"NEL-VADINAR,GUJARAT",1725.51
82,June,2022,"IOCL-BARAUNI,BIHAR",559.48
83,June,2022,"IOCL-PANIPAT, HARYANA",1253.85
84,June,2022,IOCL TOTAL,6276.80
85,June,2022,"BPCL-KOCHI, KERALA",1363.85
86,June,2022,BORL-BINA,649.82
87,June,2022,"MRPL-MANGALORE,KARNATAKA",1428.97
88,June,2022,ONGC TOTAL,1435.69
89,June,2022,RIL TOTAL,5361.90
90,June,2022,GRAND TOTAL,21574.57
91,July,2022,"IOCL-MATHURA, UTTAR PRADESH",714.64
92,July,2022,"IOCL-BONGAIGAON,ASSAM",211.02
93,July,2022,IOCL TOTAL,6167.19
94,July,2022,BPCL-TOTAL,2699.54
95,July,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1109.49
96,August,2022,"CPCL-MANALI, TAMILNADU",940.43
97,August,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",3.93
98,August,2022,"MRPL-MANGALORE,KARNATAKA",1182.21
99,August,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1019.70
100,August,2022,"RIL,JAMNAGAR,GUJARAT",3029.94
101,September,2022,"IOCL-BARAUNI,BIHAR",544.50
102,September,2022,"IOCL-BONGAIGAON,ASSAM",244.44
103,September,2022,IOCL TOTAL,5088.28
104,September,2022,BORL-BINA,650.73
105,September,2022,"NRL-NUMALIGARH, ASSAM",247.85
106,October,2022,"BPCL-MUMBAI, MAHARASHTRA",1306.88
107,October,2022,BPCL-TOTAL,2593.06
108,October,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",1759.64
109,October,2022,GRAND TOTAL,20413.63
110,November,2022,"IOCL-KOYALI, GUJARAT",1254.26
111,November,2022,"IOCL-BONGAIGAON,ASSAM",244.09
112,November,2022,"CPCL-MANALI, TAMILNADU",921.00
113,November,2022,HPCL-TOTAL,2599.45
114,December,2022,"IOCL-MATHURA, UTTAR PRADESH",879.89
115,December,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.46
116,December,2022,ONGC TOTAL,1510.51
117,December,2022,HPCL-TOTAL,2785.38
118,December,2022,"NEL-VADINAR,GUJARAT",1712.08
119,January,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2542.80
120,January,2023,RIL TOTAL,5390.80
121,February,2023,"IOCL-BARAUNI,BIHAR",542.97
122,February,2023,BORL-BINA,657.05
123,February,2023,BPCL-TOTAL,3356.68
124,February,2023,"NRL-NUMALIGARH, ASSAM",244.06
125,February,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.12
126,February,2023,ONGC TOTAL,1399.11
127,March,2023,"IOCL-HALDIA, WEST BENGAL",742.52
128,March,2023,IOCL TOTAL,6696.37
129,April,2021,"IOCL-BARAUNI,BIHAR",471.00
130,April,2021,"IOCL-PARADIP,ODISHA",1332.00
131,April,2021,CPCL-TOTAL,760.00
132,April,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1059.00
133,April,2021,"NEL-VADINAR,GUJARAT",1633.00
134,April,2021,GRAND TOTAL,19885.00
135,May,2021,"IOCL-MATHURA, UTTAR PRADESH",692.00
136,May,2021,"IOCL-PANIPAT, HARYANA",1156.00
137,May,2021,"IOCL-GUWAHATI,ASSAM",
138,May,2021,"IOCL-PARADIP,ODISHA",1045.00
139,May,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1102.00
140,May,2021,"RIL,JAMNAGAR,GUJARAT",2837.00
141,June,2021,"IOCL-BONGAIGAON,ASSAM",233.00
142,June,2021,"IOCL-PARADIP,ODISHA",1034.00
143,June,2021,"CPCL-MANALI, TAMILNADU",646.00
144,July,2021,"IOCL-BARAUNI,BIHAR",569.00
145,July,2021,"IOCL-KOYALI, GUJARAT",1102.00
146,July,2021,IOCL TOTAL,5668.00
147,July,2021,BPCL-TOTAL,2962.00
148,July,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",3.00
149,July,2021,HPCL-TOTAL,1898.00
150,July,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2284.00
151,August,2021,"IOCL-BARAUNI,BIHAR",296.00
152,August,2021,"IOCL-BONGAIGAON,ASSAM",233.00
153,August,2021,IOCL TOTAL,4904.00
154,August,2021,"HPCL-MUMBAI,MAHARASHTRA",299.00
155,August,2021,GRAND TOTAL,18439.00
156,September,2021,"IOCL-PANIPAT, HARYANA",1086.00
157,September,2021,"IOCL-GUWAHATI,ASSAM",77.00
158,September,2021,IOCL TOTAL,4705.00
159,September,2021,"MRPL-MANGALORE,KARNATAKA",988.00
160,September,2021,ONGC TOTAL,994.00
161,September,2021,"NEL-VADINAR,GUJARAT",1668.00
162,October,2021,IOCL TOTAL,5517.00
163,October,2021,"BPCL-MUMBAI, MAHARASHTRA",1110.00
164,October,2021,"NRL-NUMALIGARH, ASSAM",254.00
165,October,2021,"HPCL-VISAKH,ANDHRA PRADESH",853.00
166,November,2021,"IOCL-BARAUNI,BIHAR",479.00
167,November,2021,"IOCL-PARADIP,ODISHA",1120.00
168,November,2021,"BPCL-KOCHI, KERALA",1429.00
169,November,2021,"NRL-NUMALIGARH, ASSAM",223.00
170,November,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1080.00
171,November,2021,HPCL-TOTAL,2445.00
172,November,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2451.00
173,November,2021,RIL TOTAL,5448.00
174,November,2021,"NEL-VADINAR,GUJARAT",1688.00
175,December,2021,"IOCL-KOYALI, GUJARAT",1293.00
176,December,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
177,December,2021,"HPCL-MUMBAI,MAHARASHTRA",674.00
178,December,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1118.00
179,December,2021,HPCL-TOTAL,2601.00
180,December,2021,GRAND TOTAL,21483.00
181,January,2022,"IOCL-MATHURA, UTTAR PRADESH",746.00
182,January,2022,"IOCL-DIGBOI,ASSAM",59.00
183,January,2022,IOCL TOTAL,5844.00
184,January,2022,"MRPL-MANGALORE,KARNATAKA",1440.00
185,January,2022,RIL TOTAL,5277.00
186,January,2022,"NEL-VADINAR,GUJARAT",1733.00
187,February,2022,"IOCL-BARAUNI,BIHAR",529.00
188,February,2022,"IOCL-KOYALI, GUJARAT",1200.00
189,February,2022,"IOCL-DIGBOI,ASSAM",50.00
190,February,2022,"IOCL-PARADIP,ODISHA",1211.00
191,February,2022,BORL-BINA,594.00
192,February,2022,"HPCL-MUMBAI,MAHARASHTRA",748.00
193,February,2022,"RIL,JAMNAGAR,GUJARAT",2777.00
194,February,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2013.00
195,February,2022,GRAND TOTAL,20443.00
196,March,2022,"IOCL-KOYALI, GUJARAT",1338.00
197,March,2022,"IOCL-PARADIP,ODISHA",1383.00
198,March,2022,CPCL-TOTAL,1062.00
199,March,2022,BORL-BINA,704.00
200,March,2022,"NRL-NUMALIGARH, ASSAM",188.00
201,March,2022,ONGC TOTAL,1510.00
202,March,2022,"RIL,JAMNAGAR,GUJARAT",3056.00
203,March,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2074.00
204,April,2020,"IOCL-MATHURA, UTTAR PRADESH",506.00
205,April,2020,"IOCL-PANIPAT, HARYANA",457.00
206,April,2020,"IOCL-GUWAHATI,ASSAM",
207,April,2020,"IOCL-PARADIP,ODISHA",725.00
208,April,2020,BORL-BINA,332.00
209,April,2020,"HMEL-GGSR, BATHINDA, PUNJAB",593.00
210,May,2020,"IOCL-PANIPAT, HARYANA",919.00
211,May,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",6.00
212,May,2020,"HPCL-VISAKH,ANDHRA PRADESH",743.00
213,May,2020,HPCL-TOTAL,1920.00
214,May,2020,RIL TOTAL,5312.00
215,May,2020,GRAND TOTAL,16347.00
216,June,2020,"IOCL-BARAUNI,BIHAR",512.00
217,June,2020,"IOCL-HALDIA, WEST BENGAL",533.00
218,June,2020,"IOCL-GUWAHATI,ASSAM",64.00
219,June,2020,"NRL-NUMALIGARH, ASSAM",250.00
220,June,2020,"RIL,JAMNAGAR,GUJARAT",2605.00
221,June,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2047.00
222,June,2020,"NEL-VADINAR,GUJARAT",1394.00
223,July,2020,"IOCL-MATHURA, UTTAR PRADESH",754.00
224,July,2020,"IOCL-PANIPAT, HARYANA",1115.00
225,July,2020,"BPCL-KOCHI, KERALA",844.00
226,July,2020,"MRPL-MANGALORE,KARNATAKA",766.00
227,August,2020,"IOCL-BARAUNI,BIHAR",318.00
228,August,2020,"IOCL-GUWAHATI,ASSAM",89.00
229,August,2020,BORL-BINA,451.00
230,August,2020,HPCL-TOTAL,2357.00
231,August,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",1369.00
232,August,2020,"NEL-VADINAR,GUJARAT",1539.00
233,September,2020,"IOCL-BARAUNI,BIHAR",376.00
234,September,2020,"IOCL-PANIPAT, HARYANA",1025.00
235,September,2020,"IOCL-DIGBOI,ASSAM",46.00
236,September,2020,"NEL-VADINAR,GUJARAT",1460.00
237,September,2020,GRAND TOTAL,17707.00
238,October,2020,"IOCL-KOYALI, GUJARAT",1049.00
239,October,2020,IOCL TOTAL,5662.00
240,October,2020,"CPCL-MANALI, TAMILNADU",725.00
241,October,2020,CPCL-TOTAL,725.00
242,November,2020,"IOCL-BARAUNI,BIHAR",579.00
243,November,2020,"IOCL-PANIPAT, HARYANA",1359.00
244,November,2020,"IOCL-GUWAHATI,ASSAM",83.00
245,November,2020,BORL-BINA,594.00
246,November,2020,BPCL-TOTAL,3409.00
247,November,2020,"MRPL-MANGALORE,KARNATAKA",1011.00
248,November,2020,HPCL-TOTAL,2457.00
249,December,2020,"IOCL-BONGAIGAON,ASSAM",204.00
250,December,2020,"CPCL-MANALI, TAMILNADU",766.00
251,December,2020,"BPCL-MUMBAI, MAHARASHTRA",1200.00
252,December,2020,BORL-BINA,625.00
253,December,2020,"NRL-NUMALIGARH, ASSAM",260.00
254,December,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
255,December,2020,"MRPL-MANGALORE,KARNATAKA",1307.00
256,December,2020,"HPCL-MUMBAI,MAHARASHTRA",578.00
257,December,2020,"NEL-VADINAR,GUJARAT",1544.00
258,January,2021,"IOCL-BARAUNI,BIHAR",589.00
259,January,2021,"IOCL-PANIPAT, HARYANA",1321.00
260,January,2021,"IOCL-GUWAHATI,ASSAM",90.00
261,January,2021,"CPCL-MANALI, TAMILNADU",917.00
262,January,2021,"HPCL-VISAKH,ANDHRA PRADESH",800.00
263,January,2021,"RIL,JAMNAGAR,GUJARAT",2916.00
264,February,2021,CPCL-TOTAL,758.00
265,February,2021,"BPCL-KOCHI, KERALA",1410.00
266,February,2021,BORL-BINA,601.00
267,February,2021,"MRPL-MANGALORE,KARNATAKA",1297.00
268,February,2021,ONGC TOTAL,1305.00
269,February,2021,GRAND TOTAL,18617.00
270,March,2021,"IOCL-BONGAIGAON,ASSAM",230.00
271,March,2021,"HPCL-VISAKH,ANDHRA PRADESH",867.00
272,March,2021,HPCL-TOTAL,2606.00
273,September,2022,"CPCL-MANALI, TAMILNADU",961.61
274,September,2022,"BPCL-MUMBAI, MAHARASHTRA",1261.03
275,October,2022,"IOCL-KOYALI, GUJARAT",1323.40
276,October,2022,"IOCL-HALDIA, WEST BENGAL",724.58
277,October,2022,"IOCL-MATHURA, UTTAR PRADESH",794.59
278,October,2022,"IOCL-PARADIP,ODISHA",1239.11
279,October,2022,IOCL TOTAL,6245.22
280,October,2022,"HPCL-VISAKH,ANDHRA PRADESH",787.49
281,October,2022,RIL TOTAL,4691.26
282,November,2022,"IOCL-PARADIP,ODISHA",1330.62
283,November,2022,BPCL-TOTAL,3289.21
284,November,2022,"NRL-NUMALIGARH, ASSAM",247.00
285,November,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.30
286,November,2022,"HPCL-MUMBAI,MAHARASHTRA",820.12
287,November,2022,"RIL,JAMNAGAR,GUJARAT",2555.92
288,December,2022,"IOCL-GUWAHATI,ASSAM",73.44
289,December,2022,"IOCL-PARADIP,ODISHA",1416.58
290,December,2022,"NRL-NUMALIGARH, ASSAM",271.76
291,December,2022,"HPCL-MUMBAI,MAHARASHTRA",850.56
292,December,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1116.44
293,December,2022,"RIL,JAMNAGAR,GUJARAT",2840.86
294,December,2022,GRAND TOTAL,22272.56
295,January,2023,"IOCL-BARAUNI,BIHAR",602.13
296,January,2023,"IOCL-PARADIP,ODISHA",1425.16
297,January,2023,"CPCL-MANALI, TAMILNADU",990.30
298,January,2023,CPCL-TOTAL,990.30
299,January,2023,"MRPL-MANGALORE,KARNATAKA",1496.59
300,January,2023,ONGC TOTAL,1503.17
301,January,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1116.62
302,January,2023,"NEL-VADINAR,GUJARAT",1719.37
303,February,2023,"CPCL-MANALI, TAMILNADU",927.88
304,February,2023,"BPCL-MUMBAI, MAHARASHTRA",1293.12
305,February,2023,GRAND TOTAL,20847.79
306,March,2023,"IOCL-GUWAHATI,ASSAM",96.81
307,March,2023,"CPCL-MANALI, TAMILNADU",1033.64
308,March,2023,BORL-BINA,735.71
309,April,2021,"IOCL-KOYALI, GUJARAT",998.00
310,April,2021,"IOCL-HALDIA, WEST BENGAL",696.00
311,April,2021,"IOCL-GUWAHATI,ASSAM",62.00
312,April,2021,"IOCL-DIGBOI,ASSAM",56.00
313,April,2021,"IOCL-BONGAIGAON,ASSAM",225.00
314,April,2021,IOCL TOTAL,5980.00
315,April,2021,"CPCL-MANALI, TAMILNADU",760.00
316,April,2021,BPCL-TOTAL,3236.00
317,April,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2248.00
318,May,2021,"CPCL-MANALI, TAMILNADU",629.00
319,May,2021,"BPCL-MUMBAI, MAHARASHTRA",1172.00
320,May,2021,"NRL-NUMALIGARH, ASSAM",226.00
321,May,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
322,May,2021,"NEL-VADINAR,GUJARAT",1692.00
323,June,2021,"IOCL-BARAUNI,BIHAR",442.00
324,June,2021,"IOCL-MATHURA, UTTAR PRADESH",698.00
325,June,2021,IOCL TOTAL,5358.00
326,June,2021,CPCL-TOTAL,646.00
327,June,2021,"NRL-NUMALIGARH, ASSAM",193.00
328,June,2021,"HPCL-MUMBAI,MAHARASHTRA",304.00
329,June,2021,"HPCL-VISAKH,ANDHRA PRADESH",481.00
330,June,2021,RIL TOTAL,5219.00
331,June,2021,GRAND TOTAL,18400.00
332,July,2021,"IOCL-DIGBOI,ASSAM",60.00
333,July,2021,"NRL-NUMALIGARH, ASSAM",227.00
334,July,2021,"HPCL-MUMBAI,MAHARASHTRA",319.00
335,July,2021,"HPCL-VISAKH,ANDHRA PRADESH",480.00
336,July,2021,GRAND TOTAL,19384.00
337,August,2021,"IOCL-PANIPAT, HARYANA",1150.00
338,August,2021,"IOCL-GUWAHATI,ASSAM",64.00
339,August,2021,"HPCL-VISAKH,ANDHRA PRADESH",479.00
340,August,2021,HPCL-TOTAL,1890.00
341,August,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2237.00
342,September,2021,"IOCL-PARADIP,ODISHA",838.00
343,September,2021,GRAND TOTAL,18214.00
344,October,2021,"IOCL-HALDIA, WEST BENGAL",736.00
345,October,2021,"IOCL-BONGAIGAON,ASSAM",215.00
346,October,2021,CPCL-TOTAL,500.00
347,October,2021,"BPCL-KOCHI, KERALA",1444.00
348,October,2021,GRAND TOTAL,20958.00
349,November,2021,"IOCL-KOYALI, GUJARAT",1123.00
350,November,2021,"IOCL-MATHURA, UTTAR PRADESH",852.00
