,_month_,year,oil_companies_,quantity_000_metric_tonnes_
1051,June,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
1052,July,2020,"IOCL-HALDIA, WEST BENGAL",580.00
1053,July,2020,"IOCL-BONGAIGAON,ASSAM",222.00
1054,July,2020,IOCL TOTAL,5363.00
1055,July,2020,"BPCL-MUMBAI, MAHARASHTRA",1097.00
1056,July,2020,"NRL-NUMALIGARH, ASSAM",219.00
1057,August,2020,"IOCL-PANIPAT, HARYANA",977.00
1058,August,2020,"IOCL-BONGAIGAON,ASSAM",206.00
1059,August,2020,"IOCL-PARADIP,ODISHA",266.00
1060,August,2020,CPCL-TOTAL,562.00
1061,August,2020,"NRL-NUMALIGARH, ASSAM",226.00
1062,August,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
1063,August,2020,ONGC TOTAL,913.00
1064,September,2020,IOCL TOTAL,4657.00
1065,September,2020,"BPCL-KOCHI, KERALA",980.00
1066,September,2020,BPCL-TOTAL,2577.00
1067,September,2020,"HPCL-MUMBAI,MAHARASHTRA",670.00
1068,October,2020,"IOCL-BONGAIGAON,ASSAM",222.00
1069,October,2020,BORL-BINA,561.00
1070,October,2020,HPCL-TOTAL,2327.00
1071,October,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2441.00
1072,October,2020,RIL TOTAL,5464.00
1073,November,2020,"IOCL-BONGAIGAON,ASSAM",206.00
1074,November,2020,"IOCL-PARADIP,ODISHA",1325.00
1075,November,2020,"NRL-NUMALIGARH, ASSAM",230.00
1076,November,2020,RIL TOTAL,5482.00
1077,December,2020,"IOCL-HALDIA, WEST BENGAL",709.00
1078,December,2020,"IOCL-PANIPAT, HARYANA",1359.00
1079,December,2020,"BPCL-KOCHI, KERALA",1329.00
1080,December,2020,HPCL-TOTAL,2311.00
1081,December,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2691.00
1082,January,2021,"IOCL-KOYALI, GUJARAT",1187.00
1083,January,2021,"MRPL-MANGALORE,KARNATAKA",1420.00
1084,January,2021,"HMEL-GGSR, BATHINDA, PUNJAB",801.00
1085,January,2021,HPCL-TOTAL,2240.00
1086,January,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2648.00
1087,January,2021,RIL TOTAL,5564.00
1088,February,2021,"IOCL-BARAUNI,BIHAR",518.00
1089,February,2021,"IOCL-HALDIA, WEST BENGAL",657.00
1090,February,2021,"IOCL-MATHURA, UTTAR PRADESH",790.00
1091,February,2021,"IOCL-GUWAHATI,ASSAM",80.00
1092,February,2021,IOCL TOTAL,5387.00
1093,February,2021,BPCL-TOTAL,3503.00
1094,February,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
1095,February,2021,"HPCL-MUMBAI,MAHARASHTRA",642.00
1096,February,2021,"RIL,JAMNAGAR,GUJARAT",2664.00
1097,February,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2212.00
1098,February,2021,"NEL-VADINAR,GUJARAT",1397.00
1099,March,2021,"IOCL-HALDIA, WEST BENGAL",665.00
1100,March,2021,"CPCL-MANALI, TAMILNADU",964.00
1101,March,2021,BORL-BINA,602.00
1102,March,2021,"NRL-NUMALIGARH, ASSAM",241.00
1103,March,2021,BPCL-TOTAL,3603.00
1104,March,2021,"HPCL-MUMBAI,MAHARASHTRA",715.00
1105,April,2023,"IOCL-MATHURA, UTTAR PRADESH",836.71
1106,April,2023,HPCL-TOTAL,2754.96
1107,May,2023,"IOCL-GUWAHATI,ASSAM",96.30
1108,May,2023,"IOCL-DIGBOI,ASSAM",64.40
1109,May,2023,BORL-BINA,660.48
1110,May,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1101.06
1111,June,2023,IOCL TOTAL,6297.37
1112,June,2023,"MRPL-MANGALORE,KARNATAKA",1452.47
1113,June,2023,ONGC TOTAL,1458.08
1114,June,2023,"HPCL-VISAKH,ANDHRA PRADESH",1049.80
1115,June,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1062.37
1116,June,2023,"RIL,JAMNAGAR,GUJARAT",2783.26
1117,July,2023,"IOCL-KOYALI, GUJARAT",1330.93
1118,July,2023,"IOCL-DIGBOI,ASSAM",63.47
1119,July,2023,CPCL-TOTAL,1040.15
1120,July,2023,"BPCL-MUMBAI, MAHARASHTRA",1367.99
1121,July,2023,BORL-BINA,48.04
1122,July,2023,RIL TOTAL,5516.03
1123,July,2023,GRAND TOTAL,21885.12
1124,August,2023,"CPCL-MANALI, TAMILNADU",1000.38
1125,August,2023,HPCL-TOTAL,2996.38
1126,August,2023,"RIL,JAMNAGAR,GUJARAT",2939.45
1127,September,2023,"IOCL-MATHURA, UTTAR PRADESH",721.79
1128,September,2023,"IOCL-DIGBOI,ASSAM",51.97
1129,September,2023,"BPCL-KOCHI, KERALA",1299.36
1130,September,2023,BPCL-TOTAL,3334.08
1131,September,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",4.18
1132,September,2023,"HPCL-MUMBAI,MAHARASHTRA",846.75
1133,September,2023,"HPCL-VISAKH,ANDHRA PRADESH",1013.17
1134,September,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",1986.70
1135,October,2023,"IOCL-BARAUNI,BIHAR",503.43
1136,October,2023,"CPCL-MANALI, TAMILNADU",1007.23
1137,October,2023,"HPCL-VISAKH,ANDHRA PRADESH",1010.06
1138,October,2023,"RIL,JAMNAGAR,GUJARAT",2925.27
1139,November,2023,"IOCL-PANIPAT, HARYANA",1308.49
1140,December,2023,"IOCL-DIGBOI,ASSAM",69.08
1141,December,2023,"BPCL-MUMBAI, MAHARASHTRA",1390.34
1142,December,2023,"BPCL-KOCHI, KERALA",1563.39
1143,December,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",5.70
1144,December,2023,ONGC TOTAL,1563.95
1145,December,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1109.95
1146,December,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2493.78
1147,January,2024,"IOCL-MATHURA, UTTAR PRADESH",646.13
1148,January,2024,"IOCL-BONGAIGAON,ASSAM",251.93
1149,January,2024,"HMEL-GGSR, BATHINDA, PUNJAB",851.84
1150,January,2024,"NEL-VADINAR,GUJARAT",1732.75
1151,February,2024,"IOCL-BARAUNI,BIHAR",541.97
1152,February,2024,"IOCL-DIGBOI,ASSAM",64.69
1153,February,2024,"IOCL-BONGAIGAON,ASSAM",238.90
1154,February,2024,"IOCL-PARADIP,ODISHA",1271.30
1155,February,2024,"BPCL-MUMBAI, MAHARASHTRA",1307.15
1156,February,2024,"HPCL-VISAKH,ANDHRA PRADESH",1254.00
1157,February,2024,"HMEL-GGSR, BATHINDA, PUNJAB",884.58
1158,March,2024,"IOCL-MATHURA, UTTAR PRADESH",900.97
1159,March,2024,"IOCL-DIGBOI,ASSAM",68.77
1160,March,2024,"IOCL-PARADIP,ODISHA",1405.67
1161,March,2024,"ONGC-TATIPAKA,ANDHRA PRADESH",5.45
1162,March,2024,"RIL,JAMNAGAR,GUJARAT",3016.31
1163,April,2022,"CPCL-MANALI, TAMILNADU",904.20
1164,April,2022,"BPCL-MUMBAI, MAHARASHTRA",1301.76
1165,April,2022,"BPCL-KOCHI, KERALA",1314.11
1166,April,2022,"MRPL-MANGALORE,KARNATAKA",1480.97
1167,April,2022,"HPCL-VISAKH,ANDHRA PRADESH",797.81
1168,April,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1039.86
1169,April,2022,"NEL-VADINAR,GUJARAT",1659.98
1170,May,2022,IOCL TOTAL,6422.41
1171,May,2022,"NRL-NUMALIGARH, ASSAM",275.34
1172,May,2022,"HPCL-MUMBAI,MAHARASHTRA",844.05
1173,May,2022,HPCL-TOTAL,2757.90
1174,May,2022,"RIL,JAMNAGAR,GUJARAT",3123.94
1175,May,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2547.25
1176,June,2022,"IOCL-KOYALI, GUJARAT",1314.78
1177,June,2022,"IOCL-PARADIP,ODISHA",1263.58
1178,June,2022,BPCL-TOTAL,2895.38
1179,June,2022,"RIL,JAMNAGAR,GUJARAT",2953.79
1180,June,2022,"NEL-VADINAR,GUJARAT",1679.61
1181,July,2022,"IOCL-BARAUNI,BIHAR",558.62
1182,July,2022,"HPCL-MUMBAI,MAHARASHTRA",876.49
1183,July,2022,"RIL,JAMNAGAR,GUJARAT",2932.96
1184,August,2022,"IOCL-HALDIA, WEST BENGAL",708.57
1185,August,2022,"IOCL-PANIPAT, HARYANA",1207.09
1186,August,2022,"BPCL-KOCHI, KERALA",1377.33
1187,August,2022,BORL-BINA,412.22
1188,August,2022,BPCL-TOTAL,3036.17
1189,August,2022,"HPCL-VISAKH,ANDHRA PRADESH",555.78
1190,August,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2146.64
1191,August,2022,GRAND TOTAL,19533.70
1192,September,2022,"IOCL-HALDIA, WEST BENGAL",701.74
1193,September,2022,"IOCL-MATHURA, UTTAR PRADESH",767.41
1194,September,2022,BPCL-TOTAL,3067.65
1195,September,2022,RIL TOTAL,4622.84
1196,September,2022,GRAND TOTAL,19549.92
1197,October,2022,"IOCL-DIGBOI,ASSAM",62.42
1198,October,2022,"IOCL-BONGAIGAON,ASSAM",254.15
1199,October,2022,CPCL-TOTAL,723.13
1200,October,2022,"BPCL-KOCHI, KERALA",581.02
1201,October,2022,"NRL-NUMALIGARH, ASSAM",279.61
1202,October,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",7.55
1203,October,2022,"MRPL-MANGALORE,KARNATAKA",1493.47
1204,October,2022,ONGC TOTAL,1501.02
1205,October,2022,HPCL-TOTAL,2663.38
1206,October,2022,"NEL-VADINAR,GUJARAT",1716.96
1207,November,2022,"IOCL-HALDIA, WEST BENGAL",708.10
1208,November,2022,"IOCL-DIGBOI,ASSAM",59.69
1209,November,2022,CPCL-TOTAL,921.00
1210,November,2022,ONGC TOTAL,1467.89
1211,November,2022,RIL TOTAL,5233.71
1212,December,2022,"IOCL-BARAUNI,BIHAR",529.96
1213,December,2022,"IOCL-KOYALI, GUJARAT",1326.20
1214,December,2022,"IOCL-PANIPAT, HARYANA",890.41
1215,December,2022,"IOCL-BONGAIGAON,ASSAM",251.22
1216,December,2022,"CPCL-MANALI, TAMILNADU",960.42
1217,December,2022,BPCL-TOTAL,3563.35
1218,December,2022,"HPCL-VISAKH,ANDHRA PRADESH",818.38
1219,January,2023,"IOCL-GUWAHATI,ASSAM",94.01
1220,January,2023,"BPCL-MUMBAI, MAHARASHTRA",1390.21
1221,January,2023,BORL-BINA,678.71
1222,January,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.57
1223,January,2023,"HPCL-VISAKH,ANDHRA PRADESH",823.65
1224,January,2023,"RIL,JAMNAGAR,GUJARAT",2848.00
1225,February,2023,"IOCL-GUWAHATI,ASSAM",86.09
1226,February,2023,"IOCL-DIGBOI,ASSAM",57.15
1227,February,2023,"IOCL-BONGAIGAON,ASSAM",233.22
1228,February,2023,"IOCL-PARADIP,ODISHA",1191.96
1229,February,2023,CPCL-TOTAL,927.88
1230,February,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1008.02
1231,March,2023,"IOCL-BARAUNI,BIHAR",579.97
1232,March,2023,"IOCL-DIGBOI,ASSAM",59.40
1233,March,2023,"IOCL-PARADIP,ODISHA",1418.04
1234,March,2023,CPCL-TOTAL,1033.64
1235,March,2023,"MRPL-MANGALORE,KARNATAKA",1502.25
1236,March,2023,"RIL,JAMNAGAR,GUJARAT",2822.16
1237,March,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2537.59
1238,March,2023,"NEL-VADINAR,GUJARAT",1707.40
1239,March,2023,GRAND TOTAL,23003.61
1240,April,2021,"IOCL-PANIPAT, HARYANA",1322.00
1241,April,2021,"BPCL-KOCHI, KERALA",1363.00
1242,April,2021,"MRPL-MANGALORE,KARNATAKA",1100.00
1243,April,2021,HPCL-TOTAL,1926.00
1244,May,2021,"IOCL-BONGAIGAON,ASSAM",227.00
1245,May,2021,IOCL TOTAL,5380.00
1246,May,2021,BPCL-TOTAL,2601.00
1247,May,2021,"HPCL-MUMBAI,MAHARASHTRA",119.00
1248,June,2021,"IOCL-KOYALI, GUJARAT",1072.00
1249,June,2021,"IOCL-HALDIA, WEST BENGAL",606.00
1250,June,2021,"IOCL-PANIPAT, HARYANA",1213.00
1251,June,2021,BORL-BINA,425.00
1252,June,2021,HPCL-TOTAL,1848.00
1253,June,2021,"NEL-VADINAR,GUJARAT",1650.00
1254,July,2021,"IOCL-PANIPAT, HARYANA",1343.00
1255,July,2021,"IOCL-GUWAHATI,ASSAM",
1256,July,2021,"IOCL-BONGAIGAON,ASSAM",226.00
1257,July,2021,CPCL-TOTAL,819.00
1258,July,2021,ONGC TOTAL,1108.00
1259,July,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1098.00
1260,August,2021,"IOCL-DIGBOI,ASSAM",56.00
1261,August,2021,"IOCL-PARADIP,ODISHA",663.00
1262,August,2021,"CPCL-MANALI, TAMILNADU",629.00
1263,August,2021,CPCL-TOTAL,629.00
1264,August,2021,BPCL-TOTAL,2971.00
1265,August,2021,"NRL-NUMALIGARH, ASSAM",212.00
1266,August,2021,"MRPL-MANGALORE,KARNATAKA",1007.00
1267,August,2021,ONGC TOTAL,1013.00
1268,August,2021,"NEL-VADINAR,GUJARAT",1710.00
1269,September,2021,"IOCL-BARAUNI,BIHAR",56.00
1270,September,2021,"IOCL-KOYALI, GUJARAT",1005.00
1271,September,2021,"IOCL-HALDIA, WEST BENGAL",642.00
1272,September,2021,"IOCL-MATHURA, UTTAR PRADESH",723.00
1273,September,2021,CPCL-TOTAL,497.00
1274,September,2021,"BPCL-KOCHI, KERALA",1338.00
1275,September,2021,BPCL-TOTAL,2874.00
1276,September,2021,"HPCL-VISAKH,ANDHRA PRADESH",546.00
1277,October,2021,"IOCL-MATHURA, UTTAR PRADESH",854.00
1278,October,2021,"IOCL-GUWAHATI,ASSAM",93.00
1279,October,2021,ONGC TOTAL,1469.00
1280,October,2021,RIL TOTAL,5754.00
1281,October,2021,"NEL-VADINAR,GUJARAT",1749.00
1282,November,2021,"CPCL-MANALI, TAMILNADU",816.00
1283,November,2021,"BPCL-MUMBAI, MAHARASHTRA",1294.00
1284,November,2021,BPCL-TOTAL,3407.00
1285,November,2021,ONGC TOTAL,1475.00
1286,November,2021,"RIL,JAMNAGAR,GUJARAT",2997.00
1287,December,2021,"IOCL-GUWAHATI,ASSAM",84.00
1288,December,2021,"IOCL-DIGBOI,ASSAM",62.00
1289,December,2021,"IOCL-PARADIP,ODISHA",1330.00
1290,December,2021,"BPCL-KOCHI, KERALA",1360.00
1291,December,2021,"NRL-NUMALIGARH, ASSAM",137.00
1292,December,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2510.00
1293,January,2022,"IOCL-BARAUNI,BIHAR",619.00
1294,January,2022,"IOCL-BONGAIGAON,ASSAM",207.00
1295,January,2022,BORL-BINA,722.00
1296,January,2022,ONGC TOTAL,1448.00
1297,January,2022,"HPCL-VISAKH,ANDHRA PRADESH",793.00
1298,January,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1100.00
1299,January,2022,HPCL-TOTAL,2745.00
1300,January,2022,GRAND TOTAL,21709.00
1301,February,2022,"IOCL-HALDIA, WEST BENGAL",630.00
1302,February,2022,"IOCL-MATHURA, UTTAR PRADESH",781.00
1303,February,2022,"IOCL-PANIPAT, HARYANA",1122.00
1304,February,2022,"CPCL-MANALI, TAMILNADU",928.00
1305,February,2022,"BPCL-KOCHI, KERALA",1394.00
1306,February,2022,BPCL-TOTAL,3225.00
1307,February,2022,"HPCL-VISAKH,ANDHRA PRADESH",761.00
1308,February,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1010.00
1309,February,2022,RIL TOTAL,4790.00
1310,March,2022,"IOCL-HALDIA, WEST BENGAL",747.00
1311,March,2022,"BPCL-MUMBAI, MAHARASHTRA",1268.00
1312,March,2022,"BPCL-KOCHI, KERALA",1522.00
1313,March,2022,RIL TOTAL,5129.00
1314,March,2022,"NEL-VADINAR,GUJARAT",1690.00
1315,April,2020,"IOCL-DIGBOI,ASSAM",54.00
1316,April,2020,IOCL TOTAL,3046.00
1317,April,2020,"CPCL-MANALI, TAMILNADU",308.00
1318,April,2020,CPCL-TOTAL,308.00
1319,April,2020,"BPCL-KOCHI, KERALA",815.00
1320,April,2020,"RIL,JAMNAGAR,GUJARAT",2792.00
1321,April,2020,"NEL-VADINAR,GUJARAT",1402.00
1322,May,2020,"IOCL-HALDIA, WEST BENGAL",319.00
1323,May,2020,"BPCL-MUMBAI, MAHARASHTRA",907.00
1324,May,2020,"BPCL-KOCHI, KERALA",676.00
1325,May,2020,BORL-BINA,440.00
1326,May,2020,BPCL-TOTAL,2229.00
1327,May,2020,ONGC TOTAL,572.00
1328,May,2020,"HMEL-GGSR, BATHINDA, PUNJAB",653.00
1329,May,2020,"NEL-VADINAR,GUJARAT",1561.00
1330,June,2020,"IOCL-PANIPAT, HARYANA",1173.00
1331,June,2020,CPCL-TOTAL,579.00
1332,June,2020,"BPCL-MUMBAI, MAHARASHTRA",972.00
1333,June,2020,"MRPL-MANGALORE,KARNATAKA",627.00
1334,June,2020,"HPCL-MUMBAI,MAHARASHTRA",654.00
1335,June,2020,RIL TOTAL,4652.00
1336,June,2020,GRAND TOTAL,17537.00
1337,July,2020,"IOCL-KOYALI, GUJARAT",1092.00
1338,July,2020,"IOCL-GUWAHATI,ASSAM",87.00
1339,July,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
1340,July,2020,"HPCL-MUMBAI,MAHARASHTRA",637.00
1341,July,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1035.00
1342,July,2020,RIL TOTAL,4299.00
1343,August,2020,"IOCL-MATHURA, UTTAR PRADESH",641.00
1344,August,2020,"HPCL-VISAKH,ANDHRA PRADESH",651.00
1345,August,2020,"RIL,JAMNAGAR,GUJARAT",3021.00
1346,August,2020,GRAND TOTAL,16150.00
1347,September,2020,"IOCL-KOYALI, GUJARAT",899.00
1348,September,2020,"IOCL-HALDIA, WEST BENGAL",440.00
1349,September,2020,"IOCL-MATHURA, UTTAR PRADESH",615.00
1350,September,2020,"IOCL-PARADIP,ODISHA",992.00
1351,September,2020,"CPCL-MANALI, TAMILNADU",770.00
1352,September,2020,"MRPL-MANGALORE,KARNATAKA",813.00
1353,September,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1016.00
1354,September,2020,"RIL,JAMNAGAR,GUJARAT",2779.00
1355,September,2020,RIL TOTAL,5009.00
1356,October,2020,"IOCL-MATHURA, UTTAR PRADESH",709.00
1357,October,2020,"IOCL-PANIPAT, HARYANA",1237.00
1358,October,2020,"IOCL-GUWAHATI,ASSAM",84.00
1359,October,2020,"IOCL-PARADIP,ODISHA",1279.00
1360,October,2020,"BPCL-MUMBAI, MAHARASHTRA",1051.00
1361,October,2020,"BPCL-KOCHI, KERALA",1066.00
1362,October,2020,"MRPL-MANGALORE,KARNATAKA",731.00
1363,November,2020,"BPCL-KOCHI, KERALA",1337.00
1364,November,2020,ONGC TOTAL,1018.00
1365,November,2020,"RIL,JAMNAGAR,GUJARAT",2871.00
1366,November,2020,"NEL-VADINAR,GUJARAT",1476.00
1367,December,2020,"IOCL-KOYALI, GUJARAT",1173.00
1368,December,2020,"IOCL-PARADIP,ODISHA",977.00
1369,December,2020,IOCL TOTAL,5988.00
1370,December,2020,"HPCL-VISAKH,ANDHRA PRADESH",707.00
1371,December,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1027.00
1372,December,2020,RIL TOTAL,5688.00
1373,January,2021,"IOCL-BONGAIGAON,ASSAM",211.00
1374,January,2021,CPCL-TOTAL,917.00
1375,January,2021,BORL-BINA,694.00
1376,January,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",8.00
1377,January,2021,"HPCL-MUMBAI,MAHARASHTRA",639.00
1378,February,2021,"IOCL-DIGBOI,ASSAM",22.00
1379,February,2021,"NRL-NUMALIGARH, ASSAM",227.00
1380,February,2021,"HMEL-GGSR, BATHINDA, PUNJAB",13.00
1381,February,2021,HPCL-TOTAL,1392.00
1382,March,2021,"IOCL-BARAUNI,BIHAR",569.00
1383,March,2021,"IOCL-KOYALI, GUJARAT",944.00
1384,March,2021,"IOCL-PANIPAT, HARYANA",1192.00
1385,March,2021,"IOCL-GUWAHATI,ASSAM",89.00
1386,March,2021,"BPCL-KOCHI, KERALA",1383.00
1387,March,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1025.00
1388,March,2021,"RIL,JAMNAGAR,GUJARAT",2839.00
1389,March,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2051.00
1390,March,2021,"NEL-VADINAR,GUJARAT",1627.00
1391,March,2021,GRAND TOTAL,20985.00
